অনেক মানুষ এখনো পেছনে লাইনে দাঁড়িয়ে আছে,অনেক মানুষ এখোনো পেছনো লাইনো দাঁড়িয়া আছইন,অনেক মানুষ এখনো পিছে লাইনে দাঁইড়া আছে,বাক্কা মানুষ এবো ধরি পেছনে লাইনত উবানিত রইছে,অনেক মানুষ এখনো পিছে লাইনে দাঁইড়া আছে,অনেক মানুষ এখনো পেছনে লাইনে দাঁইরা আছে,অনেক মানুষ এখনো পেছনে লাইনে দাঁড়িয়ে আছে,বহুত মানুষ এহনও পেছনে লাইনে দাঁইড়া আছ
একজন মহিলা মারা গেছেন,একজন বেডি মারা গেছইন,একডা মহিলা মরা গেছে,এখজন বেটি মরি গেছে,একডা মহিলা মরা গেছে,এখজন মাইয়া মারা গেছেগা,একজন মহিলা মারা গেছেন,একডা মাইয়া মারা গইছে
আপনি এত গরীব আগে কেন বলেননি,আফনি এত গরীব আগে কেনে কইলা না,আপনে এত গরীব আগেই ক্যান কইলেন না,আফনে এত গরীব এর আগে কিয়েন কইছেন নি,আপনে এত গরীব আগেই ক্যান কইলেন না,আপনি এত গরীব আগে ক্যান কইনাই,আপনি এত গরীব আগে কেন বলেননি,আপনে এত গরীব আগে ক্যান কহননাই
তুমি ছাড়া এই পৃথিবীতে আমার আর কেউ নেই,তুমি ছাড়া এই পৃথিবীতে আমার আর কেউ নাই,তুই ছাড়া এই দুনিয়াতে আমার আর কেউ নাই,তুমি ছাড়া অউ দুনিয়াত আমার আর খেউ নায়,তুই ছাড়া এই দুনিয়াতে আমার আর কেউ নাই,তুই ছাড়া এই দুনিয়াত আমার আর কেও নায়,তুমি ছাড়া এই পৃথিবীতে আমার আর কেউ নেই,তুঁই ছাড়া এই দুনিয়াত আমার আর কারও নাই
আমি আগেই বলেছি তোমাকে নিয়ে বিদেশ ঘুরতে চাই,মুই আগেই কইছলাম তোমারে নিয়া বিদেশ ফাকাইতে চাই,আমি আগেই কইছি তোকে লইয়া বিদেশ ঘুরতে চাই,মুই এর আগেই কইছি তুমারে লইয়া বিদেশ গুরাত চাই,আমি আগেই কইছি তোকে লইয়া বিদেশ ঘুরতে চাই,আںই আগেই কৈছি তোরে লইয়া বিদেশ ঘুরত চাই,আমি আগেই বলেছি তোমাকে নিয়ে বিদেশ ঘুরতে চাই,মই আগেই কইছম তোয়ার লগে বিদেশ ঘুরন চাই
আমার আম্মু আমাকে সবার সামনে মারতে মারতে বাসায় নিয়ে আসে,আমার আম্মা আমাকে হকলের সামনে মারতে মারতে বাসাত নিয়া আইছে,আমার আম্মা আমারে সবার সামনে মারতে মারতে বাসায় আনে,আমার আম্মায় আমারে সবর সামনে মারতে মারতে বাসাত লইয়া আয়,আমার আম্মা আমারে সবার সামনে মারতে মারতে বাসায় আনে,আমার মায় মোরে সবার সামনে মারতে মারতে বাসায় লইয়া আই,আমার আম্মু আমাকে সবার সামনে মারতে মারতে বাসায় নিয়ে আসে,আমার আম্মু মইক সবার সামনে মাইর মাইর ঘর লইয়া আই
আপনি কি জানেন এখানে অনেক ছেলে কমেন্ট পড়তে আসবে,আফনি কিতা জানেন এখানে অনেক ফুয়াইন কমেন্ট ফরাত আইবা,আপনে কি জানেন এখানে অনেক পোলা কমেন্ট পড়তে আইব,আফনে কিতা চিনইন ওনো বাক্কা ফুয়া কমেন্ট ফরার লাগি আইবো,আপনে কি জানেন এখানে অনেক পোলা কমেন্ট পড়তে আইব,আপনি কিতা জানেন এহন অনেক ফুয়া কমেন্ট পইরত আইব,আপনি কি জানেন এখানে অনেক ছেলে কমেন্ট পড়তে আসবে,আপনে জানেন এখানে বহুত ফুয়া কমেন্ট পড়ন আসমু
আবেগের ভালোবাসা কাউকে দেওয়া উচিত না,আবেগর ভালোবাসা কাউকে দেওয়া উচিৎ না,আবেগের ভালবাসা কাকেও দিবার উচিত না,আবেগর ভালা পাওয়ার খেউরে দিবার উচিত নায়,আবেগের ভালবাসা কাকেও দিবার উচিত না,আবেগর ভালাবাসা কারওক দিত ঠিক নায়,আবেগের ভালোবাসা কাউকে দেওয়া উচিত না,আবেগর ভালবাসা কারও দ্যান উচিত নাই
একদিন বিবেকের কাছে আবেগের ভালোবাসা হেরে যাবে,একদিন বিবেকের কাছে আবেগর ভালোবাসা হারিয়া যাইবো,একদিন বিবেকের কাছে আবেগের ভালবাসা হেরে যাইব,এখদিন বিবেকর কান্দাত আবেগর ভালা পাওয়ার হারি যাইবো,একদিন বিবেকের কাছে আবেগের ভালবাসা হেরে যাইব,একদিন বিবেকর লগে আবেগর ভালাবাসা হারি যাইব,একদিন বিবেকের কাছে আবেগের ভালোবাসা হেরে যাবে,একদিন বিবেকর কাছে আবেগর ভালবাসা হারি যামু
আমার মনের ভালোবাসা চিরদিন তোমার জন্য থেকে যাবে,আমার মনের ভালোবাসা চিরদিন তোমার লাগি থাইকা যাইবো,আমার মনের ভালবাসা চিরদিন তোর লাগি থাকব,আমার মনর ভালা পাওয়ার সারাজীবন তুমার লাগি থাহি যাইবো,আমার মনের ভালবাসা চিরদিন তোর লাগি থাকব,আমার মনর ভালাবাসা চিরদিন তোর লাগি থাকি যাইব,আমার মনের ভালোবাসা চিরদিন তোমার জন্য থেকে যাবে,আমার মনের ভালবাসা চিরদিন তোয়ার লগে থাকি যামু
জীবনে একা একা পথ চলা অনেক কঠিন,জীবনে একলা একলা ফথ চলা অনেক কঠিন,জীবনে একা একা রাস্তা চলা অনেক কঠিন,জীবনো একলা একলা পথ চলা বাক্কা খট্টিন,জীবনে একা একা রাস্তা চলা অনেক কঠিন,জীবনত একা একা পথ চলন অনেক কঠিন,জীবনে একা একা পথ চলা অনেক কঠিন,জীবনেত একা একা পথ চলন বহুত কষ্টের
আমার জীবন আমি তোমাকে নিয়ে বাঁচার জন্য দিব,আমার জীবন মুই তোমারে নিয়া বাঁচার লাগি দিমু,আমার জীবন আমি তোকে লইয়া বাঁচবার লাগি দিমু,আমার জীবন মুই তুমারে লইয়া বাঁচার লাগি দিমু,আমার জীবন আমি তোকে লইয়া বাঁচবার লাগি দিমু,আমার জীবন আںই তোরে লইয়া বাঁচনর লাগি দিব,আমার জীবন আমি তোমাকে নিয়ে বাঁচার জন্য দিব,আমার জীবন মই তোয়ার লগে বাঁচনর লাগি দিমু
আমার ভালবাসা দিয়ে সারাজীবন তোমার পাশে থাকতে চাই,আমার ভালুবাসা দিয়া হারাজীবন তোমার লগে থাকতে চাই,আমার ভালবাসা দিয়া সারাজীবন তোর পাশে থাকবার চাই,আমার ভালা পাওয়ার দিয়া সারাজীবন তুমার কান্দাত থাখতে চাই,আমার ভালবাসা দিয়া সারাজীবন তোর পাশে থাকবার চাই,আমার ভালাবাসা দিয়া সারাজীবন তোর পাশে থাকত চাই,আমার ভালবাসা দিয়ে সারাজীবন তোমার পাশে থাকতে চাই,আমার ভালবাসা দিয়া সারাজীবন তোয়ার পাশে থাকন চাই
তোমাকে কি করে বুঝাবো তোমাকে কতটা ভালবাসি?,তোমাকে কি করে বুঝাইমু তোমারে কতটা ভালো ফাই?,তোকে কেমনে বুঝাইমু তোকে কতটা ভালবাসি?,তুমারে কিলা বুজাইতাম তুমারে খতটা ভালা ফাই?,তোকে কেমনে বুঝাইমু তোকে কতটা ভালবাসি?,তোরে কিতা অইন বুঝাইমু তোরে কতটা ভালাবাসি?,তোমাকে কি করে বুঝাবো তোমাকে কতটা ভালবাসি?,তোয়ারে কিতা কইরা বুঝামু তোয়ারে কতটা ভালবাসি?
আপনাকে দেখে আমি দেখে থমকে দারিয়ে ছিলাম,আফনারে দেইখ্খা মুই দেইখ্খা থমকে উবানিত আছলাম,আপনে দেখার পর আমি থাইমা দাড়াইছিলাম,আফনারে দেকিয়া মুই দেকিয়া ভেমটালা লাগিয়া উবানিত আছিলাম,আপনে দেখার পর আমি থাইমা দাড়াইছিলাম,আপনে দেইখা আںই থমকা দাঁইরা আছিলাম,আপনাকে দেখে আমি দেখে থমকে দারিয়ে ছিলাম,আপনেরে দেহি মই থামি দাড়াইছিলম
আপনি খুব কষ্টে নিজেকে সামলে নিয়েছেন,আফনি খুব কষ্টে নিজরে সামলে নিয়াছইন,আপনে অনেক কষ্টে নিজেকে সামলাইছেন,আফনে বহুত খষ্টে নিজোরে সামলাইয়া নিছইন,আপনে অনেক কষ্টে নিজেকে সামলাইছেন,আপনি অনেক কষ্টে নিজেগো সামলাইছেন,আপনি খুব কষ্টে নিজেকে সামলে নিয়েছেন,আপনে বহুত কষ্টে নিজেক সামলাইছেন
আমার বান্ধুবি কিছু ভাবতে পারেনা আপনাকে ছাড়া,আমার বান্ধবী কিচ্ছু ভাবতে ফারে না আফনাকে ছাড়া,আমার বান্ধুবী কিছু ভাববার পারে না আপনে ছাড়া,আমার বান্ধুবি কুনতা ভাবতে ফারেনা আফনারে ছাড়া,আমার বান্ধুবী কিছু ভাববার পারে না আপনে ছাড়া,আমার বান্ধুবি কিছু ভাবতে পারের নায় আপনে ছাড়া,আমার বান্ধুবি কিছু ভাবতে পারেনা আপনাকে ছাড়া,আমার বান্ধুবি কিছু ভাবন পারে না আপনেরে ছাড়া
আমার বন্ধু কিছু লিখতে পারেনা আপনার নাম ছাড়া,আমার বন্ধু কিচ্ছু লিখতে ফারে না আফনার নাম ছাড়া,আমার বন্ধু কিসু লিখবার পারে না আপনের নাম ছাড়া,আমার বন্দু কুনতা লেখতে ফারেনা আফনার নাম ছাড়া,আমার বন্ধু কিসু লিখবার পারে না আপনের নাম ছাড়া,আমার বন্ধু কিছু লিখতে পারের নায় আপনের নাম ছাড়া,আমার বন্ধু কিছু লিখতে পারেনা আপনার নাম ছাড়া,আমার বন্ধা কিছু লিখন পারে না আপনের নাম ছাড়া
আপনাকে ভালোবাসি এই কথাটি বলা বাকি,আফনারে ভালাফাই এই কথাটি বলার বাকি,আপনে ভালবাসি এই কথাডা কইবার বাকি,আফনারে ভালা ফাই অউ মাতটা খইয়া বাকি,আপনে ভালবাসি এই কথাডা কইবার বাকি,আপনে ভালাবাসি এই কথাডা কইনো বাকি,আপনাকে ভালোবাসি এই কথাটি বলা বাকি,আপনেরে ভালবাসি এই কথাডা কহন বাকি
আমার আব্বুর খুব গরম লাগছে,আমার বাফর খুব গরম লাগছে,আমার আব্বার অনেক গরম লাগতাছে,আমার আব্বার বাক্কা গরম লাগের,আমার আব্বার অনেক গরম লাগতাছে,আমার আব্বুর অনেক গরম লাগতাছে,আমার আব্বুর খুব গরম লাগছে,আমার আব্বার বহুত গরম লাগতাসে
আমার ছোট বোনের গরম লাগছে,আমার ছোট বোইনর গরম লাগছে,আমার ছোট বোনার গরম লাগতাছে,আমার ছুটো বইনের গরম লাগের,আমার ছোট বোনার গরম লাগতাছে,আমার ছোট বোনর গরম লাগতাছে,আমার ছোট বোনের গরম লাগছে,আমার সোনা বোনর গরম লাগতাসে
এই শিশুটির অনেক ঠাণ্ডা লাগছে,এই শিশুটার অনেক ঠান্ডা লাগসে,এই পোলাডার অনেক ঠান্ডা লাগতাছে,অউ বাইচ্চাটির বাক্কা ঠান্ডা লাগের,এই পোলাডার অনেক ঠান্ডা লাগতাছে,এই শিশুটার অনেক ঠান্ডা লাগতাছে,এই শিশুটির অনেক ঠাণ্ডা লাগছে,এই ফুতর বহুত ঠান্ডা লাগতাসে
আমার বন্ধুর খুব মন খারাপ,আমার বন্ধুর খুব বিতর খারাফ,আমার বন্ধুর অনেক মন খারাপ,আমার বন্দুর বাক্কা মন খারাফ,আমার বন্ধুর অনেক মন খারাপ,আমার বন্ধুর অনেক মন খারাপ,আমার বন্ধুর খুব মন খারাপ,আমার বন্ধার বহুত মন খারাপ
আম্মু আমার জন্য নীল শাড়ি কিনে এনেছে,মাই আমার লাগি নীল শাড়ি কেনিয়া আনছইন,আম্মা আমার লাগি নীল শাড়ি কিনা আনছে,আম্মায় আমার লাগি নীল শাড়ি কিনিয়া আনছইন,আম্মা আমার লাগি নীল শাড়ি কিনা আনছে,মায় আমার লাগি নীল শাড়ি কিনি আইছে,আম্মু আমার জন্য নীল শাড়ি কিনে এনেছে,আম্মু আমার লাগি নীল শাড়ি কিনা আনি আইছে
আমি আমার বন্ধুকে একটি লাল গোলাপ কিনে উপহার দিয়েছি,মুই আমার বন্ধুকে একটা লাল গোলাফ কিনিয়া উপহার দিয়াছি,আমি আমার বন্ধুরে একডা লাল গোলাপ কিনা উপহার দিছি,মুই আমার বন্দুরে এখটা লাল গোলাপ কিনিয়া উপহার দিছি,আমি আমার বন্ধুরে একডা লাল গোলাপ কিনা উপহার দিছি,আںই আমার বন্ধুরে এখটা লাল গোলাপ কিনি উপহার দিছি,আমি আমার বন্ধুকে একটি লাল গোলাপ কিনে উপহার দিয়েছি,মই আমার বন্ধার একডা লাল গোলাপ কিনা উপহার দিছম
আমি আমার স্বামীর সাথে বিকালে পার্কে ঘুরতে যাব,মুই আমার স্বামীর লগে বিয়ানে পার্কে ফাকানিত যাইমু,আমি আমার স্বামীর লগে বিকালে পার্কে ঘুরতে যাইব,মুই আমার জামাইর লগে বিকালে পার্কত গুরাত যাইমু,আমি আমার স্বামীর লগে বিকালে পার্কে ঘুরতে যাইব,আںই আমার স্বামীর লগে বিকালে পার্কে ঘুরত যাইমু,আমি আমার স্বামীর সাথে বিকালে পার্কে ঘুরতে যাব,মই আমার স্বামীর লগে বিকালত পার্কত ঘুরন যামু
কাউকে ভালোবাসা দেওয়াতেই বেশি আনন্দ লাগে আমার,কাউকে ভালোবাসা দেওয়াতেই বেশি কুশি লাগে আমার,কাকেও ভালবাসা দিতেই আমার বেশি আনন্দ লাগে,খেউরে ভালা পাওয়ার দিবারেতেই আমার বাক্কা মজা লাগের,কাকেও ভালবাসা দিতেই আমার বেশি আনন্দ লাগে,কারওক ভালাবাসা দিতেই আমার বেসি আনন্দ লাগের,কাউকে ভালোবাসা দেওয়াতেই বেশি আনন্দ লাগে আমার,কারওক ভালবাসা দেইয়াতেই আমার বেশি আনন্দ লাগে
"যদি তুমি আমার কাছে ফিরে আস ,তবে তাকে ছেড়ে দাও","যদি তুমি আমার কাছে ফিরে আসো, তবে তাকে ছেড়ে দাও",যদি তুই আমার কাছে ফিরা আস তহন তাগে ছাইড়া দে,যদি তুমি আমার কান্দাত ফিরি আসো তাইলে তাইরে ছাইড়া দিও,যদি তুই আমার কাছে ফিরা আস তহন তাগে ছাইড়া দে,যদি তুই আমার লগে ফিইরা আস তহন তাগো ছাইড়া দে,"যদি তুমি আমার কাছে ফিরে আস ,তবে তাকে ছেড়ে দাও","যদি তুঁই আমার কাছে ফিইরা আস, তহন তাক ছাড় দে"
সে তোমার জন্য সব কিছু করতে পারে,সে তোমার লাগি সব কিছু করতে ফারে,সে তোর লাগি সব কিসু করবার পারে,হে তুমার লাগি হখল কুনতা খরতে ফারে,সে তোর লাগি সব কিসু করবার পারে,সেগা তোর লাগি সবকিছু করত পারের,সে তোমার জন্য সব কিছু করতে পারে,ও তোয়ার লগে সবকিছু করন পারে
আপনি যে মানুষটিকে ভালবাসবেন তাকে যদি না বুঝতে পারেন তাহলে আপনার এই প্রেমের কোনো অর্থ নেই,আফনি যে মানুষটাকে ভালাফাইবেন তাকে যদি না বুঝবার ফারইন তাহলে আফনার এই প্রেমের কোনো অর্থ নাই,আপনে যে মানুষডারে ভালবাসবেন তাগে যদি না বুঝবার পারেন তহন আপনের এই প্রেমর কুন অর্থ নাই,আফনে জে মানুষটারে ভালা ফাইবেন তাইরে যদি বুজতে ফারেন নি তাইলে আফনার অউ পিরিতর কুনো মানে নায়,আপনে যে মানুষডারে ভালবাসবেন তাগে যদি না বুঝবার পারেন তহন আপনের এই প্রেমর কুন অর্থ নাই,আপনে যে মানুষডারে ভালাবাইবেন তাগো যদি না বুঝত পারেন তহন আপনের এই প্রেমর কুনও অর্থ নায়,আপনি যে মানুষটিকে ভালবাসবেন তাকে যদি না বুঝতে পারেন তাহলে আপনার এই প্রেমের কোনো অর্থ নেই,"আপনে জে মানুষটেক ভালবাসমু তাক যদি না বুঝন পারেন, তহন আপনের এই প্রেমর কোন মানে নাই"
আপনি নিজে অসুখী হয়ে কিভাবে অন্যকে ভালোবেসে সুখী করবেন,আফনি নিজে অসুখী হয়ে কিলা অন্যকে ভালোবাসিয়া সুখী করবা,আপনে নিজে অসুখী হইয়া কেমনে অন্যারে ভালবাসা দিয়া সুখী করবার পারবেন,আফনে নিজে অসুখী অইয়া কিলা আরেকরে ভালাপাইয়া সুখী খরবেন,আপনে নিজে অসুখী হইয়া কেমনে অন্যারে ভালবাসা দিয়া সুখী করবার পারবেন,আপনে নিজে অসুখী হইয়া কিতা অইন অন্যক ভালাবাইয়া সুখী করমু,আপনি নিজে অসুখী হয়ে কিভাবে অন্যকে ভালোবেসে সুখী করবেন,আপনে নিজে অসুখী অইয়া কিতা কইরা অন্যক ভালবাসি সুখী করমুই
তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,তুমি কারো জীবনে সুখ এনে দিবা এই ভেবে তোমার প্রেম করা উচিৎ,তুই কাকের জীবনে সুখ আনবার এই ভেবে তোর প্রেম করবার উচিত,তুমি খেউর জীবনত সুখ আনবা অউ ভাবিয়া তুমার পিরিত খরা উচিত,তুই কাকের জীবনে সুখ আনবার এই ভেবে তোর প্রেম করবার উচিত,তুই কারও জীবনত সুখ আইনা দিমু এই ভেবে তোর প্রেম করন ঠিক,তুমি কারো জীবনে সুখ এনে দেবে এই ভেবে তোমার প্রেম করা উচিত,তুঁই কারও জীবনেত সুখ আইন্নে দিবি এই ভাবি তোয়ার প্রেম করন উচিত
আপনার মনের কথা গুলো আমাকে আজ খুলে বলুন,আফনার মনের মাত গুলা আমকে আজ খুলিয়া বলুন,আপনের মনের কথাগুলা আমারে আজ খুলা কইন,আফনার মনর খতা গুইন আমারে আইজ খুইলা কওইন,আপনের মনের কথাগুলা আমারে আজ খুলা কইন,আপনের মনর কথা গুলা মোরে আইজ খুলা কইন,আপনার মনের কথা গুলো আমাকে আজ খুলে বলুন,আপনের মনের কথাগো মইক আইজ খুলা কহন
তুমি কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,তুমি কখনোই ফারবা না অন্য কারও ভালুবাসাকে ছিনিয়া নিতে,তুই কুনদিন পারবি না অন্য কারও ভালবাসা ছিনাইতে,তুমি কুনোসমই ফারবা নি আরেকর ভালা পাওয়ারে ছিনাইত,তুই কুনদিন পারবি না অন্য কারও ভালবাসা ছিনাইতে,তুই কুনদিন পারব নায় অন্য কারও ভালাবাসা ছিনাইত,তুমি কখনই পারবে না অন্য কারও ভালোবাসাকে ছিনিয়ে নিতে,তুঁই কেদিনও পারমুই না অন্যকারও ভালবাসা ছিনন লইতে
তুমি জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,তুমি জোর করে অন্যের ভালো লাগার হিতে ফারবা না,তুই জোর কইরা অন্যের ভাল লাগার মানুষ হইবার পারবি না,তুমি জোর খইরা আরেকর ভালা লাগার মানুষ অইতে ফারবা নি,তুই জোর কইরা অন্যের ভাল লাগার মানুষ হইবার পারবি না,তুই জোরকইরা অন্যর ভালা লাগার মানুষ অইত পারব নায়,তুমি জোর করে অন্যের ভালো লাগার মানুষ হতে পারবে না,তুঁই জোর কইরা অন্যর ভাল লাগনর মানুষ অইতে পারমুই না
আগামিকাল সকালবেলা তাদেরকে দেখতে পাবেন,আগামীকাল সকালবেলা তাদেরকে দেখতে ফারবা,আগামিকাল সকালে তাগো দেখবার পারবেন,আগামিকাল বিয়ানেত তাইরারে দেখতাম ফারবেন,আগামিকাল সকালে তাগো দেখবার পারবেন,আগামিকাল সাকালবেলা তেগোরে দেহত পারবা,আগামিকাল সকালবেলা তাদেরকে দেখতে পাবেন,আগামিকাল সাকালত উনাগো দেহন পারমুইন
তোমার কোন কথাতেই কোনও নিশ্চয়তা নেই,তোমার কোনো মাতই কোনোও হদিস নাই,তোর কুন কথাতেই কুন নিশ্চয়তা নাই,তুমার কুন মাততেই কুনো নিশ্চয়তা নায়,তোর কুন কথাতেই কুন নিশ্চয়তা নাই,তোর কুন কথাতই কুনও নিশ্চইতা নায়,তোমার কোন কথাতেই কোনও নিশ্চয়তা নেই,তোয়ার কোন কথাই কোন নিশ্চয় নাই
আমার অনেক ভালো লাগে কালো ওই চোখ দুটো তোমার,আমার অনেক ভালা লাগে কালা ওই চোউখ দুইটা তোমার,,তুমার কুন মাততেই কুনো নিশ্চয়তা নায়,,,,
তোমাকে একটি গোলাপ ফুল কিনে দিবো,তোমাকে একটা গোলাপ ফুল কিনিয়া দিমু,,,,,,
আমার এই মন তোমাকে দিলাম,আমার এই বিতর তোমারে দিলাইলাম,,,,,,
তোমার হাজার কথার মাঝে তোমার মনের কথা লুকিয়ে ছিল,তোমার হাজার মাতর মাঝে তোমার মনের মাত লুকাইয়া ছিল,,,,,,
একটা মানুষের সব কথা একদিনে মুখে বলে দেওয়া যায়না,একটা মানুষের সব মাত একদিনে মুখে বলে দেওয়া যায় না,,,,,,
আমার হাজার কথার মাঝে ওই একটা কথা তোমাকে বুঝে নিতে হবে,আমার হাজার মাতর মাঝে ওই একটা মাত তোমারে বুজে নিতে অইবো,,,,,,
আমি যতদিন বেঁছে থাকি আপনাকে মনে রাখবো,মুই যতদিন বাছিয়া থাকি আফনারে বিতর রাখমু,,,,,,
আমার যত কষ্ট হোক তোমাকে নিয়ে আমি জীবন সাজাবোই,আমার যত কষ্ঠ হোক তোমারে নিয়া আমি জীবন সাজাইমু,,,,,,
তোমার পড়াশোনা করে কি হবে যদি তুমি যাকে ভালোবাসো তাকেই না পাও,তোমার ফড়াশোনা করিয়া কিতা অইবো যদি তুমি যারে ভালোফাও তারেই না ফাও,,,,,,
চাঁদের মিষ্টি আলো দেখতে আমার খুব ভালো লাগে,চাঁদের মিষ্টি ফর্সা দেখতে আমার খুব ভালা লাগে,,,,,,
আমাদের ঘরের প্রতিটি রুম ফুল দিয়ে সাজিয়ে রেখেছি,আমাদের ঘরের প্রতিটা রুম ফুল দিয়া সাজিয়া রাখছি,,,,,,
মাছের বাজারে সবাই এসে বড় মাছটি দেখার জন্য ভিড় জমালো,মাছের বাজারে হকল আইয়া বড় মাছটক দেইখ্খার লাগি ভিড় জমাইলো,,,,,,
আমার বিয়ে করার জন্য আরেকটা দিন এগিয়েছে,আমার বিয়া করার লাগি আরেকদিন আগাইছে,,,,,,
দুজনে মিলে দুরে কোথাও ঘুরে আসতে পারি,দুজনে মিলিয়া দুরে কোনকানো ফাকাইয়া আইতে ফারি,,,,,,
আকাশের নীলে হারিয়ে যেতে চাই তোমায় নিয়ে,আকাশর নীলে কোয়াইয়া যাইতে চাই তোমায় নিয়া,,,,,,
আপনার জন্য মনে আমার অফুরন্ত ভালবাসা,আফনার লাগি বিতরে আমার অফুরন্ত ভালোবাসা,,,,,,
আমি সারা জীবন আপনার ভালবাসা পেতে চাই,মুই সারা জীবন আফনার ভালোবাসা ফাইতে চাই,,,,,,
আমি এবং আমার ছোট বোন একসাথে সাঁতার কাটি,মুই এবং আমার ছোট বোন একসাথে হাতার কাটি,,,,,,
তোমাকে নিয়ে সুখের পৃথিবী সাজাতে চাই,তোমারে নিয়া সুখের পৃথিবী সাজাতে চাই,,,,,,
আজ সিলেটে বৃষ্টি হবে,আইজ সিলেট বৃষ্টি অইবো,,,,,,
তোমার মিথ্যা ভালবাসা একদিন হেরে যাবে,তোমার মিথ্যা ভালোবাসা একদিন হারিয়া যাইবো,,,,,,
আমার সত্যের ভালবাসা কোনদিনও হারবে না,আমার হাচা ভালো ফাওয়া কোনোদিনও কোয়াইবে না,,,,,,
এই গানটি আমার খুব ভালো লাগে,এই গানটি আমার খুব ভালা লাগে,,,,,,
তোমাকে অসম্ভব সুন্দরী লাগে,তোমারে অসম্ভব সুন্দরী লগের,,,,,,
আপনার কি এখনও আপনার ভালোবাসার মানুষটার কথা মনে পড়ে,আফনার কিতা এখনও আফনার ভালোফাওয়ার মানুষটার মাত মনে পড়ে,,,,,,
তোমার সাথে দেখা হলেই পুরাতন ইতিহাস মনে পড়ে যায়,তোমার লগে দেখা হলেই আগর ইতিহাস মনে পড়ে যায়,,,,,,
এই ছবির নীল আকাশ অনেক সুন্দর,এই ছবির নীল আকাশ অনেক সুন্দর,,,,,,
তুমি এক সন্ধ্যায় অফিস থেকে বাসায় ফিরে দেখবে আমি আর নেই,তুমি এক হাইনজা অফিসে থাকি বাসায় ফিরে দেখবা মুই আর নাই,,,,,,
তোমার কন্যা তোমাকে অনেক ভালবাসে,তোমার কইন্না তোমারে অনেক ভালাফায়,,,,,,
আমার মাঝে মাঝে চিৎকার করে কাঁদতে ইচ্ছে করে,আমার মাঝে মাঝে চিৎকার করিয়া কান্দিতে জানে কয়,,,,,,
তুমি চলে যাওয়ার পর আমার জীবন থেমে গেছে,তুমি চলে যাওয়ার পর আমার জীবন থামিয়া গেজে,,,,,,
আমার ছোট বোন কেমন যেন শান্ত হয়ে গেছে,আমার ছোট বোইন কেমনে যানি নিরাই অই গেজে,,,,,,
বাবা মার আদর ভালোবাসা ছাড়া আমি বড় হয়েছি,বাপ মার মায়া ভালোবাসা ছাড়া মুই বড় অইগেজি,,,,,,
তুমি সত্যিই খুব কঠিন সময় পার করছ,তুমি হাচাও খুব কঠিন সময় ফার করছো,,,,,,
বাবা হয়ে মায়ের দায়িত্ব পালন করা করা খুব কঠিন,বাফ অইয়া মাই এর দায়িত্ব পালন করা খুব কঠিন,,,,,,
একটি শিশুকে একমাত্র তার মায়ের কোলেই মানায়,একটা শিশুকে একমাত্র তার মাইয়ের কোলেই মানায়,,,,,,
আমার কোলে এসে শিশুটি তার মাকে খোঁজে মনে হয়,আমার কোলে আইয়া শিশুটারে তার মাই রে খোজে মনে হয়,,,,,,
আমি যে মা তাই আমি আমার বাচ্চার মুখের দিকে তাকিয়ে অনেক কিছু বুঝতে পারি,আমি যে মাই তাইন মুই আমার বাচ্চার মুখের দিকে তাকিয়া অনেক কিছু বুঝতে পারইন,,,,,,
এই কঠিন বাস্তবের সাথে তোমাকে মানিয়ে নিয়ে চলতে হবে,এই কঠিন বাস্তবের লগে তোমাকে মানিয়া নিয়া চলতে অইবো,,,,,,
মেয়েটি একটি ভালো চাকরি করে,ফুড়িটা একটা ভালো চাকরি করে,,,,,,
এই মাসে ছেলে তার পরিবার নিয়ে ঘুরতে যাওয়ার কথা,এই মাসো ফুয়া তার পরিবার নিয়া ফাকানিত যাওয়ার কথা,,,,,,
আমার পরিবার আজকে বিকালে তোমার পরিবারের সাথে কথা বলবে,আমার পরিবার আইজকে বিকালে তোমার পরিবারের লগে মাতবে,,,,,,
আমাদের দুজনের বিয়ে হওয়ার কথা চলছে,আমাদের দুজনের বিয়া অওয়ার মাত চলতেছে,,,,,,
মেয়েটি এই ছেলেকে বিয়ে করতে রাজি হচ্ছে না,ফুড়িটা এই ফুয়ারে বিয়া করতে রাজি অর না,,,,,,
আমার স্বামী আমাদেরকে নিয়ে রাতের বেলা ঘুরতে বের হবে,আমার স্বামী আমাদেরকে নিয়া রাইতর বেলা ফাকানিত বের অইবা,,,,,,
আমার পছন্দ হয় এমন ছেলে আমার বাবা মায়ের পছন্দ হয় না,আমার ফছন্দ হয় এমন ফুয়া আমার বাফ মাইয়ের ফছন্দ হয় না,,,,,,
তোমার মত মানুষেরা কখনো ঠিক হবে না,তোমার মত মানুষেরা কখনো ঠিক হবে না,,,,,,
ছেলেটি তার পরিবারের পছন্দে বিয়ে করে ফেলে,ফুয়াটা তার ফরিবাবের পছন্দে বিয়া করি ফালাইছে,,,,,,
আমার ভাই মেয়েটির সাথে গতকাল যোগাযোগ করে,আমার ভাই ফুড়িটার লগে গতকাল যোগাযোগ করে,,,,,,
